model,mobilenetv2
batch_size,40
epochs,300
learning_rate,0.1
data_augmentation,True
seed,1
alphakd,0.7
T,10
name,BLKD
resume,False
""
epoch,train_acc,val_acc
80,0.38278,0.3591
81,0.38118,0.3672
82,0.38252,0.3826
83,0.38486,0.3687
84,0.38484,0.3419
85,0.38492,0.3591
86,0.38612,0.3438
87,0.38536,0.3296
88,0.3887,0.3512
89,0.38762,0.3784
90,0.38718,0.3506
91,0.3862,0.3609
92,0.3894,0.3509
93,0.38928,0.3802
94,0.38726,0.3438
95,0.38744,0.3849
96,0.38888,0.3839
97,0.39172,0.3525
98,0.39046,0.3483
99,0.39142,0.363
100,0.4543,0.471
101,0.4657,0.4762
102,0.46744,0.474
103,0.47044,0.4759
104,0.47202,0.4726
105,0.47228,0.4722
106,0.47348,0.4706
107,0.47292,0.4695
108,0.47244,0.4723
109,0.47482,0.4804
110,0.47602,0.4784
111,0.47294,0.4697
112,0.47462,0.4736
113,0.47374,0.4679
114,0.47338,0.4622
115,0.47444,0.4681
116,0.47386,0.475
117,0.47356,0.4642
118,0.47272,0.4592
119,0.47248,0.463
120,0.47288,0.4621
121,0.47506,0.4617
122,0.4728,0.4741
123,0.47246,0.4564
124,0.47306,0.4689
125,0.4738,0.4629
126,0.47266,0.462
127,0.47196,0.4528
128,0.47458,0.4522
129,0.47398,0.4587
130,0.47626,0.4673
131,0.4723,0.4629
132,0.47576,0.4638
133,0.47356,0.4578
134,0.47478,0.4551
135,0.47548,0.4535
136,0.47596,0.4549
137,0.47746,0.4446
138,0.4745,0.4592
139,0.47584,0.4708
140,0.4787,0.4595
141,0.4748,0.4527
142,0.47744,0.468
143,0.47734,0.4553
144,0.47722,0.4613
145,0.47954,0.4559
146,0.47976,0.4596
147,0.47902,0.4657
148,0.47714,0.4394
149,0.47692,0.4476
150,0.50976,0.5132
151,0.51966,0.514
152,0.52298,0.5164
153,0.52612,0.5176
154,0.52434,0.5196
155,0.52462,0.5181
156,0.52888,0.5143
157,0.52572,0.5202
158,0.5286,0.5185
159,0.52738,0.5196
160,0.53034,0.5157
161,0.5309,0.5179
162,0.52874,0.5178
163,0.53048,0.5179
164,0.52904,0.5141
165,0.53002,0.5182
166,0.53008,0.5182
167,0.53008,0.5179
168,0.53178,0.518
169,0.52896,0.5204
170,0.53166,0.5159
171,0.53216,0.5198
172,0.5321,0.5194
173,0.5317,0.5193
174,0.53048,0.5214
175,0.5328,0.5165
176,0.53172,0.5202
177,0.5331,0.5226
178,0.53074,0.5208
179,0.53484,0.5208
180,0.53312,0.5189
181,0.53286,0.5194
182,0.53284,0.5173
183,0.53272,0.5153
184,0.53548,0.5217
185,0.53492,0.5143
186,0.5329,0.5152
187,0.53292,0.5192
188,0.53342,0.5196
189,0.53414,0.5207
190,0.53632,0.5204
191,0.5341,0.5211
192,0.53434,0.5211
193,0.53566,0.5222
194,0.53594,0.5119
195,0.53558,0.5214
196,0.53412,0.5219
197,0.53672,0.5188
198,0.53452,0.5189
199,0.53594,0.5212
200,0.53532,0.5162
201,0.53482,0.5194
202,0.5335,0.5151
203,0.53452,0.5167
204,0.53496,0.5191
205,0.5342,0.5154
206,0.53604,0.5143
207,0.5361,0.5193
208,0.5359,0.5168
209,0.53476,0.5206
210,0.53768,0.5214
211,0.53538,0.5196
212,0.53482,0.5198
213,0.5356,0.5149
214,0.53608,0.5211
215,0.53396,0.5195
216,0.53682,0.5175
217,0.53464,0.5159
218,0.53624,0.5138
219,0.5374,0.5167
220,0.53676,0.5172
221,0.53762,0.5144
222,0.53696,0.5191
223,0.53588,0.5176
224,0.53538,0.5141
225,0.539,0.5173
226,0.53716,0.5157
227,0.5373,0.5195
228,0.53536,0.5174
229,0.53544,0.5163
230,0.53606,0.5186
231,0.5395,0.5177
232,0.53842,0.5151
233,0.53964,0.5156
234,0.53606,0.5189
235,0.5365,0.5161
236,0.539,0.5225
237,0.53876,0.5202
238,0.53708,0.511
239,0.53804,0.5167
240,0.5391,0.5124
241,0.5361,0.5193
242,0.53788,0.5209
243,0.53952,0.5081
244,0.53918,0.5164
245,0.53966,0.5169
246,0.54008,0.5199
247,0.5369,0.5146
248,0.53904,0.5117
249,0.53882,0.518
250,0.53724,0.5142
251,0.53948,0.5136
252,0.54088,0.5198
253,0.54174,0.5189
254,0.5395,0.5173
255,0.53956,0.5204
256,0.53832,0.5161
257,0.5426,0.5108
258,0.5418,0.5176
259,0.53892,0.5124
260,0.541,0.5136
261,0.5424,0.5168
262,0.54124,0.517
263,0.54002,0.5205
264,0.53918,0.5204
265,0.53986,0.5186
266,0.5427,0.5132
267,0.5423,0.5242
268,0.54018,0.5188
269,0.53988,0.5148
270,0.53878,0.5157
271,0.54088,0.514
272,0.5407,0.5154
273,0.53848,0.5194
274,0.54106,0.5156
275,0.54218,0.5189
276,0.54088,0.5195
277,0.53984,0.5173
278,0.5407,0.5157
