model,resnet18
batch_size,160
epochs,300
learning_rate,0.1
data_augmentation,True
seed,1
alphakd,0.7
T,10
name,BLKD
resume,False
""
epoch,train_acc,val_acc
223,1.0,0.7731
224,1.0,0.7735
225,1.0,0.7739
226,1.0,0.7731
227,1.0,0.7733
228,1.0,0.7732
229,1.0,0.7738
230,1.0,0.773
231,1.0,0.7728
232,1.0,0.7728
233,1.0,0.7726
234,1.0,0.7738
235,1.0,0.7722
236,1.0,0.7738
237,1.0,0.7724
238,1.0,0.7736
239,1.0,0.7723
240,1.0,0.774
241,1.0,0.7739
242,1.0,0.7742
243,1.0,0.7737
244,1.0,0.7736
245,1.0,0.7736
246,1.0,0.7729
247,1.0,0.7737
248,1.0,0.7727
249,1.0,0.7735
250,1.0,0.7741
251,1.0,0.7744
252,1.0,0.7743
253,1.0,0.7734
254,1.0,0.7739
255,1.0,0.7722
256,1.0,0.7735
257,1.0,0.774
258,1.0,0.7732
259,1.0,0.7735
260,1.0,0.7734
261,1.0,0.7738
262,1.0,0.7732
263,1.0,0.7733
264,1.0,0.774
265,1.0,0.7734
266,1.0,0.7728
267,1.0,0.7734
268,1.0,0.7737
269,1.0,0.7739
270,1.0,0.7737
271,1.0,0.774
272,1.0,0.7744
273,1.0,0.7726
274,1.0,0.7728
275,1.0,0.7731
276,1.0,0.7731
277,1.0,0.7734
278,1.0,0.7732
279,1.0,0.7739
280,1.0,0.7745
281,1.0,0.7737
282,1.0,0.7744
283,1.0,0.7733
284,1.0,0.7743
285,1.0,0.7742
286,1.0,0.7745
287,1.0,0.7738
288,1.0,0.774
289,1.0,0.7733
290,1.0,0.7728
291,1.0,0.7732
292,1.0,0.774
293,1.0,0.7743
294,1.0,0.7733
295,1.0,0.7734
296,1.0,0.7732
297,1.0,0.7737
298,1.0,0.7733
299,1.0,0.7739
