model,resnet18
batch_size,80
epochs,300
learning_rate,0.01
data_augmentation,True
seed,1
alphakd,0.7
T,10
name,BLKD
resume,False
""
epoch,train_acc,val_acc
256,1.0,0.7455
257,1.0,0.7453
258,1.0,0.7447
259,1.0,0.745
260,1.0,0.7452
261,1.0,0.7449
262,0.99998,0.7444
263,1.0,0.7438
264,1.0,0.7445
265,1.0,0.7451
266,1.0,0.7447
267,1.0,0.7454
268,1.0,0.7449
269,1.0,0.745
270,1.0,0.745
271,1.0,0.7455
272,1.0,0.7448
273,1.0,0.7459
274,1.0,0.7448
275,1.0,0.7461
276,1.0,0.7448
277,1.0,0.7453
278,1.0,0.7452
279,1.0,0.745
280,1.0,0.7456
281,1.0,0.745
282,1.0,0.7451
283,1.0,0.7456
284,1.0,0.7451
285,1.0,0.7444
286,1.0,0.7436
287,1.0,0.7457
288,1.0,0.7452
289,1.0,0.7452
290,1.0,0.7447
291,1.0,0.7454
292,1.0,0.7455
293,1.0,0.7453
294,1.0,0.7448
295,1.0,0.7448
296,1.0,0.7453
297,1.0,0.7442
298,1.0,0.7444
299,1.0,0.7457
