model,resnet18
batch_size,80
epochs,300
learning_rate,0.01
data_augmentation,True
seed,1
alphakd,0.7
T,10
name,BLKD
resume,False
""
epoch,train_acc,val_acc
0,0.1455,0.2217
1,0.28134,0.3234
2,0.37514,0.3695
3,0.44438,0.4347
4,0.49868,0.4889
5,0.5412,0.487
6,0.57862,0.5231
7,0.60624,0.5416
8,0.63588,0.5641
9,0.65856,0.5777
10,0.67778,0.5847
11,0.6987,0.5959
12,0.72052,0.6007
13,0.73652,0.6101
14,0.7512,0.6071
15,0.76606,0.6101
16,0.78142,0.6113
17,0.79526,0.6217
18,0.8077,0.626
19,0.82066,0.627
20,0.83512,0.6208
21,0.84436,0.6371
22,0.85644,0.6331
23,0.86424,0.6303
24,0.87672,0.6517
25,0.88138,0.6394
26,0.89252,0.6551
27,0.89804,0.6339
28,0.90564,0.6533
29,0.91112,0.6442
30,0.91442,0.6324
31,0.92156,0.656
32,0.92628,0.6427
33,0.9279,0.6555
34,0.93614,0.6592
35,0.93424,0.6533
36,0.93956,0.6342
37,0.94108,0.6472
38,0.9417,0.6584
39,0.94428,0.6311
40,0.95052,0.6578
41,0.9489,0.6494
42,0.94622,0.655
43,0.94484,0.6594
44,0.95318,0.655
45,0.95224,0.6521
46,0.94878,0.6516
47,0.9503,0.6546
48,0.94954,0.6621
49,0.94768,0.6459
50,0.97786,0.7236
51,0.99082,0.7289
52,0.9944,0.7272
53,0.99656,0.7306
54,0.99724,0.7359
55,0.99814,0.7366
56,0.99848,0.7346
57,0.99892,0.7398
58,0.999,0.7359
59,0.99912,0.7374
60,0.99936,0.7394
61,0.99946,0.7389
62,0.99968,0.7379
63,0.99936,0.7385
64,0.9996,0.7373
65,0.9996,0.7395
66,0.99972,0.7393
67,0.99954,0.7395
68,0.99978,0.7419
69,0.99986,0.7402
70,0.99978,0.7413
71,0.99982,0.741
72,0.99984,0.7403
73,0.99984,0.7404
74,0.99982,0.7413
75,0.99994,0.742
76,0.9999,0.7395
77,0.99982,0.7398
78,0.99992,0.7419
79,0.99982,0.7409
80,0.99988,0.7416
81,0.99994,0.7428
82,0.99992,0.742
83,0.99996,0.7397
84,0.99992,0.7409
85,0.99988,0.7438
86,0.99992,0.7428
87,0.99992,0.7413
88,0.99994,0.7429
89,0.99994,0.7421
90,0.99992,0.7414
91,0.9999,0.7396
92,0.99994,0.7427
93,0.99992,0.7402
94,0.99978,0.7412
95,0.99994,0.7406
96,0.99994,0.7405
97,0.99998,0.7406
98,0.99998,0.7404
99,1.0,0.742
100,0.99998,0.744
101,0.99998,0.7442
102,0.99998,0.7439
103,1.0,0.7425
104,0.99998,0.7437
105,1.0,0.7434
106,1.0,0.7433
107,0.99996,0.743
108,0.99998,0.7442
109,1.0,0.7429
110,0.99998,0.7435
111,1.0,0.7437
112,1.0,0.7436
113,0.99998,0.744
114,1.0,0.7442
115,1.0,0.744
116,1.0,0.7442
117,1.0,0.7451
118,1.0,0.7449
119,1.0,0.7441
120,1.0,0.7441
121,1.0,0.7448
122,1.0,0.7449
123,1.0,0.7453
124,1.0,0.7449
125,1.0,0.7444
126,1.0,0.7457
127,1.0,0.7452
128,0.99998,0.7457
129,1.0,0.7442
130,1.0,0.7447
131,1.0,0.7459
132,1.0,0.7452
133,1.0,0.7449
134,1.0,0.7445
135,1.0,0.7449
136,0.99998,0.7449
137,1.0,0.7446
138,1.0,0.7444
139,1.0,0.7442
140,1.0,0.7457
141,1.0,0.7448
142,1.0,0.7439
143,1.0,0.745
144,1.0,0.7449
145,1.0,0.7457
146,0.99998,0.7452
147,1.0,0.7442
148,1.0,0.7441
149,0.99998,0.745
150,1.0,0.744
151,0.99998,0.7437
152,1.0,0.7435
153,1.0,0.7436
154,0.99998,0.7441
155,1.0,0.7447
156,1.0,0.7444
157,1.0,0.7442
158,1.0,0.744
159,1.0,0.7449
160,0.99998,0.7445
161,1.0,0.7446
162,1.0,0.7443
163,1.0,0.7448
164,1.0,0.7445
165,1.0,0.7438
166,1.0,0.7447
167,1.0,0.7444
168,1.0,0.7438
169,1.0,0.7442
170,1.0,0.744
171,1.0,0.7445
172,1.0,0.7446
173,1.0,0.7444
174,1.0,0.7435
175,1.0,0.7439
176,1.0,0.7439
177,1.0,0.7442
178,1.0,0.7444
179,1.0,0.7446
180,1.0,0.7442
181,1.0,0.7438
182,1.0,0.7438
183,1.0,0.745
184,1.0,0.7436
185,1.0,0.7439
186,1.0,0.7439
187,1.0,0.7446
188,1.0,0.7438
189,1.0,0.7448
190,1.0,0.7451
191,1.0,0.744
192,1.0,0.7446
193,0.99998,0.7443
194,1.0,0.7447
195,1.0,0.744
196,1.0,0.7455
197,1.0,0.7444
198,1.0,0.7455
199,1.0,0.7444
200,1.0,0.7459
201,1.0,0.7443
202,1.0,0.7442
203,1.0,0.7442
204,1.0,0.7444
205,1.0,0.744
206,1.0,0.7445
207,1.0,0.7452
208,1.0,0.7447
209,1.0,0.7452
210,1.0,0.7445
211,1.0,0.7438
212,1.0,0.7444
213,1.0,0.7454
214,1.0,0.7451
215,1.0,0.7444
216,1.0,0.7451
217,1.0,0.7443
218,1.0,0.7448
219,1.0,0.7447
220,1.0,0.7449
221,1.0,0.745
222,1.0,0.7452
223,1.0,0.7457
224,1.0,0.7458
225,1.0,0.7447
226,1.0,0.7458
227,1.0,0.7453
228,1.0,0.7444
229,1.0,0.7449
230,1.0,0.7455
231,1.0,0.7443
232,1.0,0.7452
233,1.0,0.7449
234,1.0,0.7447
235,1.0,0.7451
236,0.99998,0.7448
237,0.99998,0.7455
238,1.0,0.7456
239,1.0,0.7455
240,1.0,0.745
241,1.0,0.7445
242,1.0,0.745
243,1.0,0.7447
244,1.0,0.7454
245,1.0,0.7454
246,1.0,0.7456
247,1.0,0.7454
248,1.0,0.7457
249,1.0,0.7449
250,1.0,0.7448
251,1.0,0.7452
252,1.0,0.7445
253,1.0,0.7452
254,1.0,0.7451
255,1.0,0.7442
